"Daily temperatures (mean, min, max) for Richmond, VA. Jan 1, 1939 - Feb 20, 2024",,,
Datasource: NCDC Daily Data,,,
"Station: USW00013740, Richmond Airport",,,
,,,
YEARMONTHDAY,TAVG,TMAX,TMIN
20040818,77,84,69
20040819,80,89,71
20040820,82,91,73
20040821,78,87,69
20040822,72,80,63
20040823,73,84,62
20040824,76,87,65
20040825,74,84,64
20040826,76,87,65
20040827,78,87,69
20040828,80,89,71
20040829,80,89,70
20040830,78,85,70
20040831,78,84,71
20040901,75,84,66
20040902,74,83,64
20040903,74,83,65
20040904,76,83,68
20040905,73,82,64
20040906,73,78,68
20040907,78,84,71
20040908,79,84,74
20040909,78,84,71
20040910,74,83,64
20040911,74,82,66
20040912,73,82,63
20040913,72,82,62
20040914,69,74,64
20040915,70,72,68
20040916,73,78,68
20040917,79,87,70
20040918,68,73,63
20040919,62,70,53
20040920,62,72,52
20040921,66,80,51
20040922,74,88,59
20040923,72,84,60
20040924,71,80,61
20040925,68,79,56
20040926,68,80,56
20040927,68,75,61
20040928,75,81,68
20040929,68,73,62
20040930,68,76,60
20041001,70,76,63
20041002,73,82,63
20041003,67,73,60
20041004,68,76,59
20041005,58,67,49
20041006,63,68,44
20041007,60,75,44
20041008,63,77,49
20041009,63,72,53
20041010,66,76,55
20041011,56,65,46
20041012,59,74,44
20041013,53,61,44
20041014,63,70,55
20041015,59,67,51
20041016,57,68,45
20041017,55,67,43
20041018,54,68,39
20041019,66,72,60
20041020,58,60,56
20041021,58,60,56
20041022,56,61,51
20041023,53,62,43
20041024,57,52,44
20041025,55,59,51
20041026,59,69,48
20041027,56,65,47
20041028,60,67,53
20041029,58,63,52
20041030,73,82,63
20041031,73,83,62
20041101,64,76,51
20041102,70,84,55
20041103,64,74,53
20041104,53,56,50
20041105,52,62,41
20041106,51,66,36
20041107,57,73,41
20041108,49,60,38
20041109,43,52,34
20041110,43,55,31
20041111,51,64,38
20041112,51,55,47
20041113,46,53,38
20041114,42,50,33
20041115,48,62,34
20041116,50,62,37
20041117,52,64,39
20041118,58,68,48
20041119,57,67,47
20041120,59,65,52
20041121,61,68,53
20041122,59,64,54
20041123,57,58,55
20041124,63,69,56
20041125,54,68,40
20041126,40,48,31
20041127,43,57,29
20041128,53,64,41
20041129,45,54,35
20041130,50,56,43
20041201,51,62,39
20041202,44,57,30
20041203,47,56,38
20041204,44,55,32
20041205,49,63,35
20041206,52,58,45
20041207,61,70,51
20041208,57,68,45
20041209,49,55,42
20041210,57,63,50
20041211,48,57,39
20041212,45,52,37
20041213,46,54,38
20041214,36,43,29
20041215,32,39,24
20041216,35,50,20
20041217,42,55,29
20041218,42,54,29
20041219,35,47,23
20041220,19,25,13
20041221,33,49,17
20041222,48,61,35
20041223,52,66,37
20041224,33,37,28
20041225,30,35,24
20041226,30,34,26
20041227,30,36,23
20041228,30,40,20
20041229,47,60,33
20041230,46,58,34
20041231,50,61,39
20050101,57,72,42
20050102,49,54,44
20050103,57,71,43
20050104,66,76,56
20050105,52,56,48
20050106,60,72,47
20050107,52,62,41
20050108,53,62,43
20050109,42,50,34
20050110,,64,35
20050111,48,57,38
20050112,57,71,43
20050113,67,75,59
20050114,55,72,37
20050115,36,41,31
20050116,35,39,30
20050117,27,35,18
20050118,20,27,13
20050119,19,25,13
20050120,27,35,19
20050121,26,33,18
20050122,25,32,18
20050123,24,30,17
20050124,21,34,8
20050125,32,42,22
20050126,44,56,32
20050127,30,41,18
20050128,23,31,15
20050129,27,37,16
20050130,33,35,31
20050131,34,40,27
20050201,37,45,29
20050202,36,48,24
20050203,33,37,28
20050204,42,49,34
20050205,47,57,36
20050206,46,60,31
20050207,48,62,33
20050208,53,70,36
20050209,54,60,47
20050210,45,56,33
20050211,38,46,29
20050212,42,58,25
20050213,43,56,29
20050214,49,58,40
20050215,58,68,47
20050216,57,71,42
20050217,40,51,28
20050218,33,42,24
20050219,32,45,18
20050220,38,48,28
20050221,50,62,38
20050222,45,52,37
20050223,44,53,35
20050224,35,38,31
20050225,33,38,27
20050226,38,53,22
20050227,36,44,28
20050228,34,36,32
20050301,38,42,33
20050302,37,43,30
20050303,35,43,27
20050304,37,52,21
20050305,37,41,32
20050306,42,58,26
20050307,55,72,37
20050308,46,62,30
20050309,33,44,22
20050310,37,49,25
20050311,45,59,31
20050312,52,57,34
20050313,46,54,37
20050314,42,50,34
20050315,42,53,30
20050316,41,46,35
20050317,38,42,34
20050318,45,60,29
20050319,49,65,33
20050320,53,62,43
20050321,46,60,31
20050322,48,62,33
20050323,49,52,46
20050324,48,52,43
20050325,45,48,42
20050326,49,53,44
20050327,49,53,45
20050328,59,70,48
20050329,60,68,52
20050330,56,69,43
20050331,54,64,44
20050401,56,62,49
20050402,58,67,48
20050403,54,64,43
20050404,57,74,40
20050405,57,74,40
20050406,69,86,51
20050407,70,78,61
20050408,60,69,51
20050409,56,66,45
20050410,57,74,40
20050411,58,71,44
20050412,50,57,42
20050413,53,63,43
20050414,52,65,38
20050415,48,58,38
20050416,50,62,38
20050417,55,74,35
20050418,64,81,46
20050419,68,86,49
20050420,74,89,58
20050421,68,83,52
20050422,58,63,52
20050423,61,75,47
20050424,48,53,42
20050425,56,68,43
20050426,57,68,45
20050427,63,73,52
20050428,58,69,47
20050429,60,66,54
20050430,67,76,58
20050501,59,68,49
20050502,55,67,43
20050503,53,65,41
20050504,51,56,46
20050505,53,65,41
20050506,52,55,48
20050507,58,74,42
20050508,66,78,53
20050509,65,80,49
20050510,64,79,49
20050511,71,87,54
20050512,74,86,62
20050513,63,67,58
20050514,70,83,57
20050515,70,76,64
20050516,66,74,58
20050517,63,73,53
20050518,65,77,53
20050519,67,70,63
20050520,63,73,53
20050521,61,73,49
20050522,64,80,47
20050523,70,79,60
20050524,,63,53
20050525,57,59,53
20050526,68,81,55
20050527,71,85,57
20050528,68,80,56
20050529,67,81,53
20050530,68,81,55
20050531,69,79,59
20050601,65,75,54
20050602,62,64,60
20050603,66,70,62
20050604,71,80,61
20050605,76,89,63
20050606,81,92,70
20050607,80,89,70
20050608,78,89,66
20050609,79,88,70
20050610,82,89,74
20050611,79,87,71
20050612,80,89,70
20050613,83,90,75
20050614,87,97,76
20050615,84,93,75
20050616,79,91,67
20050617,72,85,58
20050618,72,85,58
20050619,74,83,64
20050620,68,76,59
20050621,73,86,55
20050622,75,87,63
20050623,76,87,65
20050624,75,89,61
20050625,76,89,63
20050626,76,84,68
20050627,83,93,73
20050628,83,93,73
20050629,78,83,72
20050630,82,92,71
20050701,86,98,73
20050702,81,89,73
20050703,79,89,69
20050704,79,91,66
20050705,80,89,70
20050706,81,90,72
20050707,78,84,72
20050708,77,85,69
20050709,79,92,66
20050710,80,91,69
20050711,82,93,71
20050712,84,93,74
20050713,,93,73
20050714,81,87,75
20050715,82,90,74
20050716,84,93,74
20050717,85,94,76
20050718,86,94,77
20050719,87,97,76
20050720,84,93,75
20050721,85,95,75
20050722,83,92,74
20050723,81,90,72
20050724,77,88,66
20050725,85,97,72
20050726,86,97,75
20050727,89,100,78
20050728,79,84,74
20050729,77,83,71
20050730,79,84,73
20050731,77,81,73
20050801,,88,69
20050802,,93,70
20050803,,94,75
20050804,,95,72
20050805,,96,74
20050806,,92,71
20050807,,89,70
20050808,,89,72
20050809,,82,73
20050810,,89,71
20050811,,96,72
20050812,,98,74
20050813,,97,75
20050814,,96,71
20050815,,97,75
20050816,,91,74
20050817,,87,71
20050818,,87,67
20050819,,82,73
20050820,,92,74
20050821,,95,74
20050822,,91,70
20050823,,82,71
20050824,,85,67
20050825,,83,62
20050826,,81,61
20050827,,80,67
20050828,,88,73
20050829,,90,69
20050830,,90,75
20050831,,91,76
20050901,,89,68
20050902,,91,65
20050903,,87,67
20050904,,87,64
20050905,,86,60
20050906,,82,61
20050907,,84,59
20050908,,87,58
20050909,,90,59
20050910,,87,63
20050911,,84,59
20050912,,88,56
20050913,,91,60
20050914,,89,74
20050915,,91,74
20050916,,94,73
20050917,,95,69
20050918,,92,69
20050919,,90,65
20050920,,95,70
20050921,,88,66
20050922,,89,64
20050923,,98,65
20050924,,77,69
20050925,,82,65
20050926,,88,66
20050927,,84,59
20050928,,83,54
20050929,,80,58
20050930,,75,51
20051001,,82,51
20051002,,83,55
20051003,,82,52
20051004,,81,60
20051005,,81,69
20051006,,85,69
20051007,,78,72
20051008,,78,62
20051009,,69,59
20051010,,70,60
20051011,,68,63
20051012,,70,59
20051013,,64,58
20051014,,77,61
20051015,,80,55
20051016,,72,49
20051017,,69,49
20051018,,82,47
20051019,,81,49
20051020,,76,56
20051021,,58,55
20051022,,66,53
20051023,,67,41
20051024,,62,44
20051025,,52,43
20051026,,64,39
20051027,,67,33
20051028,,57,39
20051029,,56,35
20051030,,71,35
20051031,,77,41
20051101,,72,43
20051102,,65,39
20051103,,72,38
20051104,,75,45
20051105,,78,53
20051106,,79,53
20051107,,73,48
20051108,,78,48
20051109,,78,56
20051110,,72,45
20051111,,59,33
20051112,,65,32
20051113,,73,40
20051114,,76,56
20051115,,77,56
20051116,,79,49
20051117,,50,32
20051118,,45,27
20051119,,54,24
20051120,,63,36
20051121,,54,48
20051122,,53,41
20051123,,44,33
20051124,,65,30
20051125,,39,24
20051126,,50,23
20051127,,56,30
20051128,,74,52
20051129,,71,59
20051130,,62,40
20051201,,48,33
20051202,,47,31
20051203,,43,30
20051204,,64,39
20051205,,43,32
20051206,,38,27
20051207,,42,22
20051208,,38,24
20051209,,43,31
20051210,,45,22
20051211,,50,29
20051212,,49,32
20051213,,37,22
20051214,,31,19
20051215,,55,29
20051216,,50,35
20051217,,43,32
20051218,,45,30
20051219,,48,25
20051220,,42,18
20051221,,38,19
20051222,,44,18
20051223,,60,24
20051224,,60,30
20051225,,60,37
20051226,,52,40
20051227,,50,29
20051228,,60,32
20051229,,52,44
20051230,,55,33
20051231,,59,35
20060101,,53,30
20060102,,50,30
20060103,,45,41
20060104,,45,39
20060105,,53,35
20060106,,46,29
20060107,,41,20
20060108,,53,27
20060109,,69,45
20060110,,56,42
20060111,,61,44
20060112,,65,40
20060113,,67,45
20060114,,64,37
20060115,,46,31
20060116,,47,27
20060117,,64,34
20060118,,68,32
20060119,,59,30
20060120,,67,37
20060121,,63,43
20060122,,45,34
20060123,,48,37
20060124,,54,38
20060125,,49,37
20060126,,45,27
20060127,,48,21
20060128,,62,29
20060129,,64,38
20060130,,67,40
20060131,,53,36
20060201,,49,27
20060202,,60,32
20060203,,68,46
20060204,,65,45
20060205,,46,35
20060206,,48,31
20060207,,48,26
20060208,,45,22
20060209,,41,23
20060210,,48,19
20060211,,40,33
20060212,,39,30
20060213,,42,26
20060214,,54,30
20060215,,66,30
20060216,,70,38
20060217,,69,42
20060218,,42,21
20060219,,31,14
20060220,,45,26
20060221,,54,32
20060222,,43,28
20060223,,58,38
20060224,,54,30
20060225,,64,27
20060226,,42,25
20060227,,46,16
20060228,,53,33
20060301,,54,34
20060302,,78,36
20060303,,51,33
20060304,,53,30
20060305,,55,30
20060306,,46,37
20060307,,52,32
20060308,,59,28
20060309,,73,49
20060310,,81,63
20060311,,77,51
20060312,,86,50
20060313,,85,58
20060314,,72,49
20060315,,58,36
20060316,,64,33
20060317,,58,37
20060318,,52,34
20060319,,55,24
20060320,,56,27
20060321,,45,32
20060322,,52,30
20060323,,55,30
20060324,,53,37
20060325,,53,36
20060326,,54,32
20060327,,60,36
20060328,,67,38
20060329,,66,42
20060330,,70,37
20060331,,79,46
20060401,,82,57
20060402,,72,42
20060403,,77,53
20060404,,63,47
20060405,,60,42
20060406,,70,36
20060407,,84,55
20060408,,69,40
20060409,,59,36
20060410,,68,32
20060411,,75,42
20060412,,76,49
20060413,,84,58
20060414,,77,51
20060415,,88,57
20060416,,75,56
20060417,,62,42
20060418,,70,37
20060419,,78,43
20060420,,85,47
20060421,,69,59
20060422,,65,59
20060423,,81,53
20060424,,81,56
20060425,,83,51
20060426,,58,50
20060427,,69,48
20060428,,70,46
20060429,,68,40
20060430,,67,40
20060501,,68,40
20060502,,79,39
20060503,,78,53
20060504,,83,54
20060505,,82,59
20060506,,82,60
20060507,,63,49
20060508,,54,48
20060509,,70,50
20060510,,78,48
20060511,,77,57
20060512,,73,46
20060513,,75,49
20060514,,69,54
20060515,,71,52
20060516,,70,51
20060517,,76,48
20060518,,76,53
20060519,,70,55
20060520,,81,56
20060521,,83,47
20060522,,74,46
20060523,,70,48
20060524,,78,46
20060525,,84,53
20060526,,91,70
20060527,,85,64
20060528,,89,63
20060529,,89,61
20060530,,94,63
20060531,,90,70
20060601,,92,69
20060602,,91,70
20060603,,79,64
20060604,,84,56
20060605,,77,60
20060606,,79,58
20060607,,86,59
20060608,,84,62
20060609,,84,63
20060610,,80,63
20060611,,74,62
20060612,,68,55
20060613,,82,55
20060614,,70,64
20060615,,83,59
20060616,,86,60
20060617,,89,63
20060618,,91,66
20060619,,90,69
20060620,,91,68
20060621,,92,68
20060622,,96,70
20060623,,91,72
20060624,,87,71
20060625,,88,74
20060626,,82,73
20060627,,80,73
20060628,,90,74
20060629,,89,69
20060630,,85,65
20060701,,88,64
20060702,,95,69
20060703,,95,73
20060704,,96,71
20060705,,89,72
20060706,,81,68
20060707,,83,63
20060708,,85,63
20060709,,85,63
20060710,,90,67
20060711,,92,72
20060712,,94,75
20060713,,93,76
20060714,,88,75
20060715,,93,75
20060716,,94,76
20060717,,99,74
20060718,,99,73
20060719,,94,73
20060720,,92,70
20060721,,94,73
20060722,,90,73
20060723,,83,70
20060724,,88,67
20060725,,85,71
20060726,,90,71
20060727,,95,75
20060728,,98,75
20060729,,95,79
20060730,,95,74
20060731,,97,76
20060801,,97,77
20060802,,101,77
20060803,,102,79
20060804,,98,78
20060805,,91,73
20060806,,92,66
20060807,,96,73
20060808,,92,74
20060809,,88,68
20060810,,81,69
20060811,,84,69
20060812,,84,65
20060813,,86,60
20060814,,90,63
20060815,,90,72
20060816,,89,70
20060817,,87,66
20060818,,88,68
20060819,,91,69
20060820,,93,75
20060821,,89,70
20060822,,88,67
20060823,,92,68
20060824,,93,70
20060825,,95,69
20060826,,96,68
20060827,,92,71
20060828,,98,75
20060829,,96,74
20060830,,85,72
20060831,,74,67
20060901,,72,65
20060902,,81,61
20060903,,86,66
20060904,,74,70
20060905,,76,66
20060906,,81,65
20060907,,85,64
20060908,,83,66
20060909,,87,64
20060910,,87,65
20060911,,74,64
20060912,,72,59
20060913,,70,58
20060914,,72,63
20060915,,81,61
20060916,,77,67
20060917,,84,64
20060918,,87,62
20060919,,82,67
20060920,,72,55
20060921,,72,50
20060922,,73,50
20060923,,84,65
20060924,,89,70
20060925,,77,59
20060926,,79,53
20060927,,78,55
20060928,,82,59
20060929,,72,52
20060930,,73,48
20061001,,79,59
20061002,,79,51
20061003,,83,57
20061004,,87,59
20061005,,80,64
20061006,,65,54
20061007,,62,55
20061008,,70,55
20061009,,77,53
20061010,,82,54
20061011,,74,58
20061012,,76,55
20061013,,61,41
20061014,,64,38
20061015,,65,37
20061016,,69,40
20061017,,67,56
20061018,,82,63
20061019,,76,61
20061020,,78,48
20061021,,63,43
20061022,,58,40
20061023,,58,43
20061024,,56,37
20061025,,58,36
20061026,,60,36
20061027,,63,50
20061028,,72,51
20061029,,68,41
20061030,,73,39
20061031,,76,50
20061101,,76,57
20061102,,63,42
20061103,,50,33
20061104,,50,30
20061105,,57,31
20061106,,62,35
20061107,,62,39
20061108,,69,61
20061109,,75,57
20061110,,78,49
20061111,,79,55
20061112,,67,50
20061113,,58,50
20061114,,72,49
20061115,,67,45
20061116,,73,55
20061117,,64,47
20061118,,55,42
20061119,,54,37
20061120,,54,37
20061121,,48,38
20061122,,47,42
20061123,,49,42
20061124,,67,40
20061125,,64,36
20061126,,62,37
20061127,,66,38
20061128,,69,41
20061129,,67,47
20061130,,76,57
20061201,,77,59
20061202,,60,41
20061203,,49,40
20061204,,44,29
20061205,,48,29
20061206,,55,26
20061207,,59,30
20061208,,37,22
20061209,,44,18
20061210,,62,27
20061211,,64,31
20061212,,63,31
20061213,,58,48
20061214,,66,38
20061215,,67,39
20061216,,61,35
20061217,,70,37
20061218,,75,46
20061219,,55,36
20061220,,52,28
20061221,,58,38
20061222,,63,50
20061223,,69,48
20061224,,58,37
20061225,,56,37
20061226,,58,48
20061227,,52,37
20061228,,58,28
20061229,,61,32
20061230,,60,33
20061231,,56,37
20070101,,66,50
20070102,,55,34
20070103,,59,31
20070104,,67,43
20070105,,69,55
20070106,,73,49
20070107,,61,45
20070108,,63,39
20070109,,52,29
20070110,,43,27
20070111,,47,24
20070112,,57,35
20070113,,72,47
20070114,,74,52
20070115,,72,56
20070116,,67,37
20070117,,37,25
20070118,,35,24
20070119,,54,35
20070120,,44,29
20070121,,33,27
20070122,,37,33
20070123,,46,28
20070124,,45,24
20070125,,43,27
20070126,,39,17
20070127,,62,30
20070128,,52,32
20070129,,35,22
20070130,,49,22
20070131,,37,23
20070201,,35,24
20070202,,40,33
20070203,,42,29
20070204,,48,24
20070205,,31,18
20070206,,29,12
20070207,,40,23
20070208,,39,17
20070209,,41,15
20070210,,41,19
20070211,,43,13
20070212,,52,22
20070213,,40,34
20070214,,47,27
20070215,,35,20
20070216,,36,18
20070217,,47,16
20070218,,42,26
20070219,,45,17
20070220,,63,39
20070221,,63,42
20070222,,67,42
20070223,,49,29
20070224,,50,23
20070225,,42,35
20070226,,50,36
20070227,,60,30
20070228,,54,32
20070301,,60,38
20070302,,67,41
20070303,,67,38
20070304,,47,34
20070305,,63,30
20070306,,42,27
20070307,,47,26
20070308,,48,23
20070309,,52,24
20070310,,69,35
20070311,,67,44
20070312,,61,31
20070313,,73,43
20070314,,83,52
20070315,,82,44
20070316,,44,33
20070317,,44,31
20070318,,48,28
20070319,,61,25
20070320,,74,49
20070321,,50,44
20070322,,76,44
20070323,,84,54
20070324,,76,56
20070325,,68,43
20070326,,72,42
20070327,,86,56
20070328,,77,57
20070329,,65,41
20070330,,68,37
20070331,,73,43
20070401,,71,49
20070402,,83,58
20070403,,84,49
20070404,,82,49
20070405,,55,39
20070406,,54,29
20070407,,45,32
20070408,,50,29
20070409,,53,28
20070410,,59,32
20070411,,55,37
20070412,,74,50
20070413,,65,42
20070414,,60,40
20070415,,64,44
20070416,,55,44
20070417,,64,48
20070418,,58,44
20070419,,59,46
20070420,,72,45
20070421,,79,43
20070422,,84,43
20070423,,85,54
20070424,,85,59
20070425,,90,57
20070426,,68,54
20070427,,77,55
20070428,,74,58
20070429,,78,52
20070430,,89,48
20070501,,85,58
20070502,,92,63
20070503,,62,56
20070504,,71,55
20070505,,62,54
20070506,,63,45
20070507,,67,42
20070508,,70,43
20070509,,79,61
20070510,,83,66
20070511,,86,64
20070512,,84,64
20070513,,71,49
20070514,,74,47
20070515,,83,56
20070516,,86,63
20070517,,71,58
20070518,,61,53
20070519,,73,51
20070520,,82,52
20070521,,79,57
20070522,,77,56
20070523,,79,52
20070524,,80,53
20070525,,86,57
20070526,,89,62
20070527,,89,64
20070528,,89,66
20070529,,85,63
20070530,,85,59
20070531,,88,61
20070601,,88,65
20070602,,85,65
20070603,,75,66
20070604,,87,67
20070605,,86,64
20070606,,80,63
20070607,,89,59
20070608,,95,72
20070609,,89,69
20070610,,79,62
20070611,,83,59
20070612,,86,60
20070613,,83,63
20070614,,73,60
20070615,,75,57
20070616,,80,57
20070617,,91,60
20070618,,97,68
20070619,,99,72
20070620,,85,67
20070621,,88,65
20070622,,84,61
20070623,,84,60
20070624,,85,62
20070625,,87,71
20070626,,95,72
20070627,,98,72
20070628,,97,72
20070629,,88,71
20070630,,85,70
20070701,,83,64
20070702,,80,59
20070703,,83,59
20070704,,88,68
20070705,,91,70
20070706,,90,69
20070707,,93,68
20070708,,95,68
20070709,,96,73
